applicant_id,channel,group,city,application_date,background_check_completed_date,background_check_initiated_date,card_activation_date,card_mailed_date,first_batch_completed_date,orientation_completed_date,converted,bg_initiated,bg_completed,card_activated,orientation_done,ttfb_days,t_app_to_bginit,t_bginit_to_bgd,t_bgd_to_first
23328,web-search-engine,control,Midgard,2018-10-29,,,,2018-10-30,,,False,False,False,False,False,,,,
23329,job-search-site,control,Midgard,2018-10-29,2018-11-05,2018-11-01,2018-11-01,2018-10-29,,,False,True,True,True,False,,3.0,4.0,
23330,web-search-engine,treatment,Midgard,2018-10-29,2018-10-31,2018-10-29,2018-11-01,2018-10-30,2018-11-04,2018-11-03,True,True,True,True,True,6.0,0.0,2.0,4.0
23331,web-search-engine,control,Midgard,2018-10-29,,,,2018-10-30,,2018-11-02,False,False,False,False,True,,,,
23332,web-search-engine,control,Asgard,2018-10-29,2018-11-07,2018-11-03,2018-11-03,2018-10-29,2018-11-09,2018-11-01,True,True,True,True,True,11.0,5.0,4.0,2.0
23333,job-search-site,control,Alfheim,2018-10-29,2018-11-05,2018-10-31,2018-10-31,2018-10-29,,,False,True,True,True,False,,2.0,5.0,
23334,job-search-site,control,Midgard,2018-10-29,2018-11-04,2018-10-31,2018-10-31,2018-10-29,,2018-11-01,False,True,True,True,True,,2.0,4.0,
23335,job-search-site,treatment,Muspelheim,2018-10-29,2018-11-03,2018-10-29,2018-11-03,2018-10-29,2018-11-03,2018-11-04,True,True,True,True,True,5.0,0.0,5.0,0.0
23336,web-search-engine,control,Midgard,2018-10-29,2018-11-05,2018-11-02,2018-11-02,2018-10-30,,,False,True,True,True,False,,4.0,3.0,
23337,job-search-site,control,Asgard,2018-10-29,2018-11-05,2018-11-02,2018-11-02,2018-10-30,,2018-11-01,False,True,True,True,True,,4.0,3.0,
23338,shopper-referral-bonus,control,Alfheim,2018-10-29,2018-11-04,2018-11-01,2018-11-01,2018-10-29,2018-11-06,2018-11-04,True,True,True,True,True,8.0,3.0,3.0,2.0
23339,social-media,control,Alfheim,2018-10-29,2018-11-07,2018-11-04,2018-11-04,2018-10-30,,2018-11-02,False,True,True,True,True,,6.0,3.0,
23340,shopper-referral-bonus,control,Midgard,2018-10-29,2018-11-10,2018-11-04,2018-11-04,2018-10-29,,2018-11-02,False,True,True,True,True,,6.0,6.0,
23341,social-media,control,Asgard,2018-10-29,2018-11-06,2018-11-03,2018-11-03,2018-10-30,2018-11-09,,True,True,True,True,False,11.0,5.0,3.0,3.0
23342,web-search-engine,treatment,Asgard,2018-10-29,2018-11-01,2018-10-29,2018-11-01,2018-10-29,,2018-10-29,False,True,True,True,True,,0.0,3.0,
23343,social-media,control,Alfheim,2018-10-29,2018-11-04,2018-11-01,2018-11-01,2018-10-29,2018-11-05,,True,True,True,True,False,7.0,3.0,3.0,1.0
23344,web-search-engine,treatment,Midgard,2018-10-29,2018-11-02,2018-10-29,2018-11-02,2018-10-30,2018-11-05,2018-11-06,True,True,True,True,True,7.0,0.0,4.0,3.0
23345,shopper-referral-bonus,treatment,Midgard,2018-10-29,2018-11-02,2018-10-29,2018-11-05,2018-10-30,,2018-11-01,False,True,True,True,True,,0.0,4.0,
23346,shopper-referral-bonus,treatment,Asgard,2018-10-29,2018-11-03,2018-10-29,2018-11-03,2018-10-30,2018-11-05,2018-11-04,True,True,True,True,True,7.0,0.0,5.0,2.0
23347,web-search-engine,control,Midgard,2018-10-29,,,,2018-10-30,,2018-11-02,False,False,False,False,True,,,,
23348,social-media,control,Midgard,2018-10-29,,2018-11-10,2018-11-10,2018-10-29,,,False,True,False,True,False,,12.0,,
23349,web-search-engine,treatment,Asgard,2018-10-29,2018-11-02,2018-10-29,2018-11-01,2018-10-29,2018-11-05,,True,True,True,True,False,7.0,0.0,4.0,3.0
23350,web-search-engine,treatment,Asgard,2018-10-29,2018-11-04,2018-10-29,2018-11-01,2018-10-29,2018-11-05,2018-10-30,True,True,True,True,True,7.0,0.0,6.0,1.0
23351,social-media,control,Midgard,2018-10-29,,,,2018-10-30,,2018-11-02,False,False,False,False,True,,,,
23352,shopper-referral-bonus,control,Midgard,2018-10-29,2018-11-09,2018-11-03,2018-11-03,2018-10-29,,2018-10-31,False,True,True,True,True,,5.0,6.0,
23353,shopper-referral-bonus,control,Alfheim,2018-10-29,2018-11-05,2018-11-02,2018-11-02,2018-10-30,,,False,True,True,True,False,,4.0,3.0,
23354,social-media,treatment,Jotunheim,2018-10-29,2018-11-01,2018-10-29,2018-11-04,2018-10-30,,,False,True,True,True,False,,0.0,3.0,
23355,web-search-engine,control,Alfheim,2018-10-29,2018-11-08,2018-11-06,2018-11-06,2018-10-30,,2018-11-01,False,True,True,True,True,,8.0,2.0,
23356,web-search-engine,control,Midgard,2018-10-29,2018-11-06,2018-11-03,2018-11-03,2018-10-30,,2018-10-29,False,True,True,True,True,,5.0,3.0,
23357,web-search-engine,control,Asgard,2018-10-29,2018-11-11,2018-11-06,2018-11-06,2018-10-30,,2018-10-29,False,True,True,True,True,,8.0,5.0,
23358,shopper-referral-bonus,treatment,Niflheim,2018-10-29,2018-11-01,2018-10-29,2018-11-03,2018-10-30,,2018-11-02,False,True,True,True,True,,0.0,3.0,
23359,social-media,treatment,Midgard,2018-10-29,2018-11-04,2018-10-29,2018-11-03,2018-10-30,,,False,True,True,True,False,,0.0,6.0,
23360,shopper-referral-bonus,treatment,Midgard,2018-10-29,2018-11-03,2018-10-29,2018-11-01,2018-10-29,,2018-11-06,False,True,True,True,True,,0.0,5.0,
23361,shopper-referral-bonus,treatment,Vanaheim,2018-10-29,2018-11-03,2018-10-29,2018-11-01,2018-10-30,,2018-11-02,False,True,True,True,True,,0.0,5.0,
23362,social-media,treatment,Asgard,2018-10-29,2018-11-02,2018-10-29,2018-11-02,2018-10-30,,,False,True,True,True,False,,0.0,4.0,
23363,social-media,treatment,Midgard,2018-10-29,2018-11-01,2018-10-29,2018-11-07,2018-10-29,,,False,True,True,True,False,,0.0,3.0,
23364,social-media,control,Asgard,2018-10-29,2018-11-07,2018-11-03,2018-11-03,2018-10-29,,,False,True,True,True,False,,5.0,4.0,
23365,job-search-site,treatment,Alfheim,2018-10-29,2018-11-01,2018-10-29,2018-10-31,2018-10-29,2018-11-03,2018-11-04,True,True,True,True,True,5.0,0.0,3.0,2.0
23366,job-search-site,control,Midgard,2018-10-29,2018-11-06,2018-11-01,2018-11-01,2018-10-29,,2018-10-30,False,True,True,True,True,,3.0,5.0,
23367,web-search-engine,treatment,Alfheim,2018-10-29,2018-11-02,2018-10-29,,2018-10-30,,,False,True,True,False,False,,0.0,4.0,
23368,web-search-engine,control,Vanaheim,2018-10-29,2018-11-10,2018-11-02,2018-11-02,2018-10-30,,,False,True,True,True,False,,4.0,8.0,
23369,social-media,control,Midgard,2018-10-29,2018-11-06,2018-11-02,2018-11-02,2018-10-30,,,False,True,True,True,False,,4.0,4.0,
23370,shopper-referral-bonus,control,Alfheim,2018-10-29,2018-11-05,2018-11-01,2018-11-01,2018-10-29,,2018-11-04,False,True,True,True,True,,3.0,4.0,
23371,shopper-referral-bonus,control,Asgard,2018-10-29,2018-11-08,2018-11-04,2018-11-04,2018-10-30,2018-11-09,2018-11-05,True,True,True,True,True,11.0,6.0,4.0,1.0
23372,social-media,control,Midgard,2018-10-29,2018-11-04,2018-11-02,2018-11-02,2018-10-30,,,False,True,True,True,False,,4.0,2.0,
23373,social-media,treatment,Vanaheim,2018-10-29,2018-11-05,2018-10-29,2018-11-05,2018-10-29,,,False,True,True,True,False,,0.0,7.0,
23374,social-media,treatment,Midgard,2018-10-29,2018-11-02,2018-10-29,2018-10-31,2018-10-29,,,False,True,True,True,False,,0.0,4.0,
23375,web-search-engine,control,Midgard,2018-10-29,2018-11-07,2018-11-03,2018-11-03,2018-10-30,,,False,True,True,True,False,,5.0,4.0,
23376,web-search-engine,control,Midgard,2018-10-29,,,,2018-10-30,,,False,False,False,False,False,,,,
23377,shopper-referral-bonus,control,Midgard,2018-10-29,2018-11-03,2018-10-31,2018-10-31,2018-10-29,,2018-10-29,False,True,True,True,True,,2.0,3.0,
23378,shopper-referral-bonus,control,Midgard,2018-10-29,2018-11-07,2018-11-05,2018-11-05,2018-10-29,,2018-10-29,False,True,True,True,True,,7.0,2.0,
23379,shopper-referral-bonus,control,Midgard,2018-10-29,2018-11-08,2018-11-03,2018-11-03,2018-10-29,,2018-11-02,False,True,True,True,True,,5.0,5.0,
23380,job-search-site,control,Alfheim,2018-10-29,,2018-11-05,2018-11-05,2018-10-29,,,False,True,False,True,False,,7.0,,
23381,job-search-site,control,Midgard,2018-10-29,2018-11-05,2018-11-02,2018-11-02,2018-10-29,,,False,True,True,True,False,,4.0,3.0,
23382,shopper-referral-bonus,control,Asgard,2018-10-29,2018-11-08,2018-11-03,2018-11-03,2018-10-29,2018-11-10,2018-11-01,True,True,True,True,True,12.0,5.0,5.0,2.0
23383,web-search-engine,treatment,Vanaheim,2018-10-29,2018-11-02,2018-10-29,2018-10-31,2018-10-29,2018-11-03,2018-10-29,True,True,True,True,True,5.0,0.0,4.0,1.0
23384,shopper-referral-bonus,control,Midgard,2018-10-29,2018-11-04,2018-11-01,2018-11-01,2018-10-29,,2018-11-03,False,True,True,True,True,,3.0,3.0,
23385,web-search-engine,control,Alfheim,2018-10-29,2018-11-04,2018-11-01,2018-11-01,2018-10-29,,2018-11-03,False,True,True,True,True,,3.0,3.0,
23386,web-search-engine,control,Asgard,2018-10-29,2018-11-07,2018-11-02,2018-11-02,2018-10-29,2018-11-08,2018-11-03,True,True,True,True,True,10.0,4.0,5.0,1.0
23387,shopper-referral-bonus,control,Niflheim,2018-10-29,2018-11-10,2018-11-06,2018-11-06,2018-10-29,,2018-10-30,False,True,True,True,True,,8.0,4.0,
23388,social-media,control,Asgard,2018-10-29,2018-11-06,2018-11-02,2018-11-02,2018-10-29,,,False,True,True,True,False,,4.0,4.0,
23389,shopper-referral-bonus,control,Asgard,2018-10-29,2018-11-09,2018-11-04,2018-11-04,2018-10-30,,2018-10-30,False,True,True,True,True,,6.0,5.0,
23390,shopper-referral-bonus,control,Midgard,2018-10-29,2018-11-03,2018-11-01,2018-11-01,2018-10-29,,2018-11-02,False,True,True,True,True,,3.0,2.0,
23391,social-media,control,Midgard,2018-10-29,2018-11-08,2018-11-03,2018-11-03,2018-10-30,,,False,True,True,True,False,,5.0,5.0,
23392,shopper-referral-bonus,control,Asgard,2018-10-29,2018-11-04,2018-11-01,2018-11-01,2018-10-29,,2018-11-01,False,True,True,True,True,,3.0,3.0,
23393,shopper-referral-bonus,control,Midgard,2018-10-29,2018-11-05,2018-11-03,2018-11-03,2018-10-29,,2018-10-30,False,True,True,True,True,,5.0,2.0,
23394,web-search-engine,treatment,Midgard,2018-10-29,2018-11-01,2018-10-29,2018-11-03,2018-10-30,2018-11-03,2018-11-03,True,True,True,True,True,5.0,0.0,3.0,2.0
23395,web-search-engine,control,Midgard,2018-10-29,2018-11-09,2018-11-04,2018-11-04,2018-10-30,,2018-11-01,False,True,True,True,True,,6.0,5.0,
23396,web-search-engine,treatment,Midgard,2018-10-29,2018-11-02,2018-10-29,2018-11-01,2018-10-29,2018-11-06,,True,True,True,True,False,8.0,0.0,4.0,4.0
23397,shopper-referral-bonus,control,Midgard,2018-10-29,2018-11-03,2018-10-31,2018-10-31,2018-10-29,2018-11-04,,True,True,True,True,False,6.0,2.0,3.0,1.0
23398,job-search-site,treatment,Midgard,2018-10-29,2018-11-04,2018-10-29,2018-11-01,2018-10-29,,,False,True,True,True,False,,0.0,6.0,
23399,job-search-site,control,Alfheim,2018-10-29,2018-11-06,2018-11-01,2018-11-01,2018-10-29,2018-11-08,,True,True,True,True,False,10.0,3.0,5.0,2.0
23400,web-search-engine,treatment,Asgard,2018-10-29,2018-10-31,2018-10-29,2018-11-02,2018-10-30,2018-11-03,,True,True,True,True,False,5.0,0.0,2.0,3.0
23401,web-search-engine,treatment,Niflheim,2018-10-29,2018-11-01,2018-10-29,2018-11-04,2018-10-30,,2018-11-04,False,True,True,True,True,,0.0,3.0,
23402,job-search-site,control,Midgard,2018-10-29,,,,2018-10-29,,2018-10-31,False,False,False,False,True,,,,
23403,job-search-site,control,Midgard,2018-10-29,2018-11-04,2018-10-31,2018-10-31,2018-10-29,,2018-11-02,False,True,True,True,True,,2.0,4.0,
23404,job-search-site,control,Midgard,2018-10-29,2018-11-04,2018-11-01,2018-11-01,2018-10-30,2018-11-04,2018-10-31,True,True,True,True,True,6.0,3.0,3.0,0.0
23405,job-search-site,treatment,Midgard,2018-10-29,2018-11-02,2018-10-29,,2018-10-30,,,False,True,True,False,False,,0.0,4.0,
23406,web-search-engine,control,Vanaheim,2018-10-29,,,,2018-10-30,,,False,False,False,False,False,,,,
23407,job-search-site,control,Alfheim,2018-10-29,2018-11-03,2018-10-31,2018-10-31,2018-10-29,,,False,True,True,True,False,,2.0,3.0,
23408,social-media,control,Alfheim,2018-10-29,2018-11-10,2018-11-07,2018-11-07,2018-10-29,,,False,True,True,True,False,,9.0,3.0,
23409,shopper-referral-bonus,control,Midgard,2018-10-29,2018-11-03,2018-10-31,2018-10-31,2018-10-29,2018-11-03,2018-11-01,True,True,True,True,True,5.0,2.0,3.0,0.0
23410,job-search-site,control,Asgard,2018-10-29,,,,2018-10-30,,2018-10-29,False,False,False,False,True,,,,
23411,web-search-engine,control,Midgard,2018-10-29,2018-11-11,2018-11-04,2018-11-04,2018-10-30,,,False,True,True,True,False,,6.0,7.0,
23412,web-search-engine,treatment,Jotunheim,2018-10-29,2018-11-02,2018-10-29,2018-11-02,2018-10-30,,2018-10-29,False,True,True,True,True,,0.0,4.0,
23413,shopper-referral-bonus,control,Jotunheim,2018-10-29,2018-11-04,2018-10-31,2018-10-31,2018-10-29,2018-11-05,2018-10-30,True,True,True,True,True,7.0,2.0,4.0,1.0
23414,shopper-referral-bonus,treatment,Midgard,2018-10-29,2018-11-04,2018-10-29,2018-10-31,2018-10-29,2018-11-06,2018-10-30,True,True,True,True,True,8.0,0.0,6.0,2.0
23415,job-search-site,control,Asgard,2018-10-29,2018-11-08,2018-11-05,2018-11-05,2018-10-30,,,False,True,True,True,False,,7.0,3.0,
23416,shopper-referral-bonus,treatment,Midgard,2018-10-29,2018-11-02,2018-10-29,2018-11-02,2018-10-29,2018-11-04,,True,True,True,True,False,6.0,0.0,4.0,2.0
23417,job-search-site,treatment,Vanaheim,2018-10-29,2018-11-05,2018-10-29,2018-11-01,2018-10-29,,,False,True,True,True,False,,0.0,7.0,
23418,social-media,treatment,Midgard,2018-10-29,2018-11-05,2018-10-29,2018-11-04,2018-10-30,,2018-11-07,False,True,True,True,True,,0.0,7.0,
23419,job-search-site,treatment,Midgard,2018-10-29,2018-11-02,2018-10-29,2018-10-31,2018-10-29,,,False,True,True,True,False,,0.0,4.0,
23420,web-search-engine,control,Midgard,2018-10-29,2018-11-06,2018-11-02,2018-11-02,2018-10-30,,2018-10-29,False,True,True,True,True,,4.0,4.0,
23421,web-search-engine,control,Asgard,2018-10-29,2018-11-03,2018-11-01,2018-11-01,2018-10-29,,,False,True,True,True,False,,3.0,2.0,
23422,web-search-engine,treatment,Alfheim,2018-10-29,2018-11-03,2018-10-29,2018-11-04,2018-10-30,2018-11-04,,True,True,True,True,False,6.0,0.0,5.0,1.0
23423,social-media,control,Midgard,2018-10-29,2018-11-04,2018-11-01,2018-11-01,2018-10-29,,,False,True,True,True,False,,3.0,3.0,
23424,shopper-referral-bonus,treatment,Midgard,2018-10-29,2018-11-01,2018-10-29,2018-11-04,2018-10-30,,2018-11-01,False,True,True,True,True,,0.0,3.0,
23425,shopper-referral-bonus,control,Midgard,2018-10-29,2018-11-06,2018-11-01,2018-11-01,2018-10-30,,2018-10-31,False,True,True,True,True,,3.0,5.0,
23426,social-media,control,Asgard,2018-10-29,2018-11-08,2018-11-01,2018-11-01,2018-10-30,,,False,True,True,True,False,,3.0,7.0,
23427,shopper-referral-bonus,treatment,Asgard,2018-10-29,2018-11-01,2018-10-29,2018-11-01,2018-10-29,2018-11-08,,True,True,True,True,False,10.0,0.0,3.0,7.0
23428,social-media,control,Midgard,2018-10-29,2018-11-05,2018-10-31,2018-10-31,2018-10-29,,,False,True,True,True,False,,2.0,5.0,
23429,shopper-referral-bonus,control,Asgard,2018-10-29,2018-11-05,2018-11-01,2018-11-01,2018-10-30,2018-11-06,2018-11-06,True,True,True,True,True,8.0,3.0,4.0,1.0
23430,web-search-engine,treatment,Jotunheim,2018-10-29,2018-11-03,2018-10-29,2018-11-02,2018-10-29,2018-11-05,,True,True,True,True,False,7.0,0.0,5.0,2.0
23431,shopper-referral-bonus,treatment,Muspelheim,2018-10-29,2018-11-02,2018-10-29,2018-10-31,2018-10-29,2018-11-06,2018-11-03,True,True,True,True,True,8.0,0.0,4.0,4.0
23432,shopper-referral-bonus,control,Asgard,2018-10-29,2018-11-10,2018-11-03,2018-11-03,2018-10-29,,2018-11-07,False,True,True,True,True,,5.0,7.0,
23433,shopper-referral-bonus,treatment,Alfheim,2018-10-29,2018-10-31,2018-10-29,2018-11-01,2018-10-29,2018-11-04,2018-11-02,True,True,True,True,True,6.0,0.0,2.0,4.0
23434,social-media,control,Midgard,2018-10-29,2018-11-07,2018-11-04,2018-11-04,2018-10-29,,,False,True,True,True,False,,6.0,3.0,
23435,web-search-engine,treatment,Midgard,2018-10-29,2018-11-01,2018-10-29,2018-11-03,2018-10-30,2018-11-06,2018-11-04,True,True,True,True,True,8.0,0.0,3.0,5.0
23436,web-search-engine,treatment,Midgard,2018-10-29,2018-10-31,2018-10-29,2018-11-02,2018-10-29,,2018-11-01,False,True,True,True,True,,0.0,2.0,
23437,web-search-engine,treatment,Midgard,2018-10-29,2018-11-02,2018-10-29,2018-11-01,2018-10-29,,2018-11-04,False,True,True,True,True,,0.0,4.0,
23438,job-search-site,control,Asgard,2018-10-29,,,,2018-10-30,,,False,False,False,False,False,,,,
23439,job-search-site,treatment,Midgard,2018-10-29,2018-11-03,2018-10-29,2018-10-31,2018-10-29,,2018-11-01,False,True,True,True,True,,0.0,5.0,
23440,web-search-engine,treatment,Alfheim,2018-10-29,2018-11-02,2018-10-29,2018-11-04,2018-10-29,2018-11-05,,True,True,True,True,False,7.0,0.0,4.0,3.0
23441,shopper-referral-bonus,treatment,Alfheim,2018-10-29,2018-11-04,2018-10-29,2018-11-01,2018-10-29,2018-11-05,2018-11-04,True,True,True,True,True,7.0,0.0,6.0,1.0
23442,social-media,control,Midgard,2018-10-29,2018-11-03,2018-10-31,2018-10-31,2018-10-29,,,False,True,True,True,False,,2.0,3.0,
23443,job-search-site,control,Asgard,2018-10-29,,,,2018-10-30,,,False,False,False,False,False,,,,
23444,social-media,control,Midgard,2018-10-29,,2018-11-09,2018-11-09,2018-10-30,,,False,True,False,True,False,,11.0,,
23445,web-search-engine,control,Midgard,2018-10-29,2018-11-07,2018-11-03,2018-11-03,2018-10-29,2018-11-10,2018-11-02,True,True,True,True,True,12.0,5.0,4.0,3.0
23446,shopper-referral-bonus,control,Midgard,2018-10-29,2018-11-05,2018-11-02,2018-11-02,2018-10-29,,2018-11-02,False,True,True,True,True,,4.0,3.0,
23447,social-media,control,Midgard,2018-10-29,2018-11-07,2018-11-01,2018-11-01,2018-10-30,2018-11-07,2018-11-02,True,True,True,True,True,9.0,3.0,6.0,0.0
23448,web-search-engine,control,Asgard,2018-10-29,2018-11-07,2018-11-02,2018-11-02,2018-10-29,,,False,True,True,True,False,,4.0,5.0,
23449,social-media,control,Asgard,2018-10-29,2018-11-09,2018-11-07,2018-11-07,2018-10-29,2018-11-10,2018-10-31,True,True,True,True,True,12.0,9.0,2.0,1.0
23450,web-search-engine,control,Muspelheim,2018-10-29,2018-11-05,2018-11-02,2018-11-02,2018-10-30,,2018-11-06,False,True,True,True,True,,4.0,3.0,
23451,job-search-site,control,Asgard,2018-10-29,,,,2018-10-30,,,False,False,False,False,False,,,,
23452,web-search-engine,control,Midgard,2018-10-29,,,,2018-10-30,,2018-11-02,False,False,False,False,True,,,,
23453,web-search-engine,treatment,Midgard,2018-10-29,2018-11-02,2018-10-29,2018-11-02,2018-10-29,2018-11-03,,True,True,True,True,False,5.0,0.0,4.0,1.0
23454,web-search-engine,control,Alfheim,2018-10-29,2018-11-02,2018-10-31,2018-10-31,2018-10-29,2018-11-02,2018-11-04,True,True,True,True,True,4.0,2.0,2.0,0.0
23455,shopper-referral-bonus,control,Asgard,2018-10-29,2018-11-04,2018-10-31,2018-10-31,2018-10-29,,2018-10-31,False,True,True,True,True,,2.0,4.0,
23456,shopper-referral-bonus,treatment,Midgard,2018-10-29,2018-11-01,2018-10-29,2018-11-02,2018-10-30,,2018-11-02,False,True,True,True,True,,0.0,3.0,
23457,web-search-engine,control,Midgard,2018-10-29,,,,2018-10-29,,2018-11-02,False,False,False,False,True,,,,
23458,social-media,control,Midgard,2018-10-29,2018-11-08,2018-11-04,2018-11-04,2018-10-29,,,False,True,True,True,False,,6.0,4.0,
23459,job-search-site,control,Vanaheim,2018-10-29,2018-11-04,2018-11-02,2018-11-02,2018-10-30,,,False,True,True,True,False,,4.0,2.0,
23460,social-media,control,Midgard,2018-10-29,,2018-11-08,2018-11-08,2018-10-29,,,False,True,False,True,False,,10.0,,
23461,web-search-engine,control,Midgard,2018-10-29,2018-11-09,2018-11-03,2018-11-03,2018-10-29,,2018-11-01,False,True,True,True,True,,5.0,6.0,
23462,web-search-engine,control,Vanaheim,2018-10-29,,,,2018-10-30,,2018-11-03,False,False,False,False,True,,,,
23463,social-media,control,Asgard,2018-10-29,2018-11-05,2018-11-01,2018-11-01,2018-10-30,,,False,True,True,True,False,,3.0,4.0,
23464,web-search-engine,control,Midgard,2018-10-29,,,,2018-10-30,,,False,False,False,False,False,,,,
23465,web-search-engine,control,Asgard,2018-10-29,,,,2018-10-30,,,False,False,False,False,False,,,,
23466,shopper-referral-bonus,control,Midgard,2018-10-29,2018-11-05,2018-11-03,2018-11-03,2018-10-30,,2018-11-01,False,True,True,True,True,,5.0,2.0,
23467,web-search-engine,control,Midgard,2018-10-29,2018-11-10,2018-11-06,2018-11-06,2018-10-30,,,False,True,True,True,False,,8.0,4.0,
23468,social-media,control,Vanaheim,2018-10-29,2018-11-06,2018-11-03,2018-11-03,2018-10-29,2018-11-09,,True,True,True,True,False,11.0,5.0,3.0,3.0
23469,web-search-engine,control,Asgard,2018-10-29,2018-11-07,2018-11-03,2018-11-03,2018-10-29,,2018-11-03,False,True,True,True,True,,5.0,4.0,
23470,shopper-referral-bonus,control,Midgard,2018-10-29,2018-11-05,2018-11-03,2018-11-03,2018-10-30,,2018-10-29,False,True,True,True,True,,5.0,2.0,
23471,social-media,control,Midgard,2018-10-29,2018-11-07,2018-11-03,2018-11-03,2018-10-30,,,False,True,True,True,False,,5.0,4.0,
23472,social-media,treatment,Midgard,2018-10-29,2018-11-03,2018-10-29,2018-11-01,2018-10-29,2018-11-05,,True,True,True,True,False,7.0,0.0,5.0,2.0
23473,social-media,control,Asgard,2018-10-29,2018-11-07,2018-11-02,2018-11-02,2018-10-29,,,False,True,True,True,False,,4.0,5.0,
23474,job-search-site,treatment,Vanaheim,2018-10-29,2018-10-31,2018-10-29,2018-11-02,2018-10-30,2018-11-03,2018-11-03,True,True,True,True,True,5.0,0.0,2.0,3.0
23475,job-search-site,control,Asgard,2018-10-29,2018-11-10,2018-11-04,2018-11-04,2018-10-29,,,False,True,True,True,False,,6.0,6.0,
23476,web-search-engine,control,Midgard,2018-10-29,,,,2018-10-29,,2018-10-30,False,False,False,False,True,,,,
23477,social-media,control,Alfheim,2018-10-29,2018-11-11,2018-11-05,2018-11-05,2018-10-30,,,False,True,True,True,False,,7.0,6.0,
23478,web-search-engine,control,Midgard,2018-10-29,2018-11-06,2018-11-04,2018-11-04,2018-10-30,,2018-11-02,False,True,True,True,True,,6.0,2.0,
23479,job-search-site,control,Midgard,2018-10-29,2018-11-04,2018-11-01,2018-11-01,2018-10-30,,,False,True,True,True,False,,3.0,3.0,
23480,web-search-engine,control,Midgard,2018-10-29,2018-11-05,2018-11-02,2018-11-02,2018-10-30,,,False,True,True,True,False,,4.0,3.0,
23481,job-search-site,treatment,Midgard,2018-10-29,2018-11-02,2018-10-29,2018-11-01,2018-10-29,2018-11-02,,True,True,True,True,False,4.0,0.0,4.0,0.0
23482,web-search-engine,treatment,Alfheim,2018-10-29,2018-11-05,2018-10-29,2018-10-31,2018-10-29,,,False,True,True,True,False,,0.0,7.0,
23483,web-search-engine,control,Midgard,2018-10-29,2018-11-08,2018-11-05,2018-11-05,2018-10-29,,2018-10-29,False,True,True,True,True,,7.0,3.0,
23484,web-search-engine,control,Midgard,2018-10-29,2018-11-07,2018-11-04,2018-11-04,2018-10-30,,2018-11-02,False,True,True,True,True,,6.0,3.0,
23485,social-media,control,Midgard,2018-10-29,2018-11-02,2018-10-31,2018-10-31,2018-10-29,2018-11-07,2018-10-29,True,True,True,True,True,9.0,2.0,2.0,5.0
23486,social-media,control,Midgard,2018-10-29,,,,2018-10-30,,,False,False,False,False,False,,,,
23487,web-search-engine,control,Alfheim,2018-10-29,2018-11-02,2018-10-31,2018-10-31,2018-10-29,2018-11-04,,True,True,True,True,False,6.0,2.0,2.0,2.0
23488,social-media,control,Asgard,2018-10-29,2018-11-11,2018-11-05,2018-11-05,2018-10-29,,,False,True,True,True,False,,7.0,6.0,
23489,social-media,treatment,Vanaheim,2018-10-29,2018-11-02,2018-10-29,2018-11-01,2018-10-30,,,False,True,True,True,False,,0.0,4.0,
23490,shopper-referral-bonus,control,Alfheim,2018-10-29,2018-11-08,2018-11-03,2018-11-03,2018-10-29,,2018-11-07,False,True,True,True,True,,5.0,5.0,
23491,social-media,control,Asgard,2018-10-29,2018-11-06,2018-11-03,2018-11-03,2018-10-29,,,False,True,True,True,False,,5.0,3.0,
23492,shopper-referral-bonus,control,Asgard,2018-10-29,2018-11-05,2018-11-03,2018-11-03,2018-10-30,2018-11-07,2018-11-03,True,True,True,True,True,9.0,5.0,2.0,2.0
23493,web-search-engine,treatment,Asgard,2018-10-29,2018-10-31,2018-10-29,2018-11-02,2018-10-30,2018-11-03,2018-11-03,True,True,True,True,True,5.0,0.0,2.0,3.0
23494,job-search-site,control,Midgard,2018-10-29,2018-11-05,2018-11-02,2018-11-02,2018-10-30,,,False,True,True,True,False,,4.0,3.0,
23495,web-search-engine,treatment,Midgard,2018-10-29,2018-11-01,2018-10-29,2018-11-02,2018-10-30,,,False,True,True,True,False,,0.0,3.0,
23496,shopper-referral-bonus,treatment,Midgard,2018-10-29,2018-11-03,2018-10-29,2018-11-01,2018-10-29,,2018-11-05,False,True,True,True,True,,0.0,5.0,
23497,web-search-engine,control,Asgard,2018-10-29,2018-11-04,2018-11-02,2018-11-02,2018-10-29,,,False,True,True,True,False,,4.0,2.0,
23498,job-search-site,control,Alfheim,2018-10-29,2018-11-03,2018-11-01,2018-11-01,2018-10-29,,2018-10-29,False,True,True,True,True,,3.0,2.0,
23499,web-search-engine,control,Midgard,2018-10-29,,,,2018-10-29,,,False,False,False,False,False,,,,
23500,social-media,control,Vanaheim,2018-10-29,2018-11-06,2018-11-01,2018-11-01,2018-10-29,,,False,True,True,True,False,,3.0,5.0,
23501,job-search-site,control,Midgard,2018-10-29,,,,2018-10-29,,2018-10-30,False,False,False,False,True,,,,
23502,web-search-engine,treatment,Muspelheim,2018-10-29,2018-11-04,2018-10-29,2018-10-31,2018-10-29,2018-11-05,2018-11-01,True,True,True,True,True,7.0,0.0,6.0,1.0
23503,web-search-engine,treatment,Asgard,2018-10-29,2018-11-04,2018-10-29,2018-11-01,2018-10-30,2018-11-04,2018-11-01,True,True,True,True,True,6.0,0.0,6.0,0.0
